"序号","题目","选项1","选项2","选项3","选项4","正确答案","正确奖励id","错误奖励id","精灵id"
"907","“浪客剑心”的作者是？","和月伸宏","大友克洋","斋藤一","木下藤吉郎","1","5870","5880",""
"908","一辉是什么星座的战士？","凤凰座","火鸟座","狮子座","皇后座","1","5870","5880",""
"909","“圣斗士星矢”的作者是谁？","车田正美","大河原邦男","明日圭佑","姿三四郎","1","5870","5880",""
"910","“圣斗士星矢”中庐山升龙霸是谁的必杀技？","紫龙","苍龙","冰河","穆先生","1","5870","5880",""
"911","“圣斗士星矢”中星矢的老师是谁？","魔铃","白鬼","卡谬","金铃","1","5870","5880",""
"912","《海贼王》中第一男主角叫什么？","路飞","张飞","沙里飞","孟飞","1","5870","5880",""
"913","“打雷啦，下雨啦，快收衣服啊！”是《大话西游》中谁台词？","唐僧","孙悟空","猪八戒","红孩儿","1","5870","5880",""
"914","电影《后会无期》在旅途中负责吆喝的领头人马浩汉的扮演者是？","冯绍峰","陆毅","文章","言承旭","1","5870","5880",""
"915","电影《赌神》的男主演是？","周润发","王晶","任达华","甄子丹","1","5870","5880",""
"916","电影《十二生肖》的男主演是？","成龙","李连杰","洪金宝","刘德华","1","5870","5880",""
"917","“两个男人一张床，好囧”讲的是下面哪部电影？","人在囧途","人再囧途之泰囧","心花路放","疯狂的石头","1","5870","5880",""
"918","“她整的不是容，是命运”形容的哪部电影？","整容日记","人在囧途","人再囧途之泰囧","心花路放","1","5870","5880",""
"919","大S与小S共同主持的综艺节目？","娱乐百分百","快乐大本营","非诚勿扰","我爱记歌词","1","5870","5880",""
"920","电影《逃学威龙》中飞虎队第一号杀手周星星的扮演者？","周星驰","吴孟达","张敏","周杰伦","1","5870","5880",""
"921","电影《101次求婚》黄渤饰演的黄达求婚多少次成功？","101","99","100","1","1","5870","5880",""
"922","电影《醉拳》的男主演是？","成龙","洪金宝","葛优","黄渤","1","5870","5880",""
"923","《我叫MT》中大小姐的仆人是？","方砖","会长","暗夜男","劣人","1","5870","5880",""
"924","电影《功夫》中最大的帮派是？","斧头帮","黑手党","山口组","鳄鱼帮","1","5870","5880",""
"925","周杰伦自导自演的电影处女作是？","不能说的秘密","逆战","满城尽带黄金甲","天台爱情","1","5870","5880",""
"926","电影《唐伯虎点秋香》“江南四大才子”之首是？","唐伯虎","祝枝山","文征明","徐祯卿","1","5870","5880",""
"927","下面那个角色不是电影《功夫》中的？","令狐冲","火云邪神","神雕侠侣","天残地缺","1","5870","5880",""
"928","电影《分手大师》的拍摄地点是？","毛里求斯","威尼斯","济州岛","好望角","1","5870","5880",""
"929","《致我们终将逝去的青春》这部电影的导演是谁？","赵薇","张艺谋","林心如","于仁泰","1","5870","5880",""
"930","电影《食神》中食神的扮演者是？","周星驰","孙红雷","黄渤","徐峥","1","5870","5880",""
"931","《不见不散》《甲方乙方》出自哪一位著名导演？","冯小刚","张艺谋","周星驰","徐静蕾","1","5870","5880",""
"932","张卫健的代表作不包括以下哪一个？","人在囧途","西游记","笑傲江湖","少年张三丰","1","5870","5880",""
"933","电影《天下无贼》中刘若英扮演是谁的老婆？","刘德华","王宝强","葛优","冯小刚","1","5870","5880",""
"934","张国荣版的电影《倩女幽魂》的女主角是？","王祖贤","张曼玉","林青霞","关之琳","1","5870","5880",""
"935","张柏芝和谢霆锋共同出演过哪部电影？","无极","钢铁侠","古墓丽影","碟中谍","1","5870","5880",""
"936","以下哪档节目是歌手选秀类节目？","中国好声音","非你莫属","非诚勿扰","职来职往","1","5870","5880",""
"937","《杀破狼》是一部什么样电影？","警匪功夫片","爱情片","科幻片","恐怖片","1","5870","5880",""
"938","电影《唐伯虎点秋香》中唐伯虎有几名妻子？","九","十","六","一","1","5870","5880",""
"939","电影《功夫》中包租婆和包租公称号是？","神雕侠侣","东方不败","独孤求败","华英雄","1","5870","5880",""
"940","电影《无人区》律师潘肖的扮演者？","徐峥","黄渤","王宝强","余男","1","5870","5880",""
"941","电影《长江7号》小外星人的名字是？","长江七号","ET","瓦力","伊娃","1","5870","5880",""
"942","下面哪一步不是《非诚勿扰》的流程内容？","领证结婚","爱之初体验","爱之再判断","爱之终决选","1","5870","5880",""
"943","下列哪部电影是关于整容的？","整容日记","惊天魔盗团","催眠大师","爱我一生一世","1","5870","5880",""
"944","《神偷奶爸》是哪个国家的电影？","美国","日本","中国","韩国","1","5870","5880",""
"945","电影《神话》女主角玉漱的扮演者是？","金喜善","杨幂","刘诗诗","唐嫣","1","5870","5880",""
"946","电影《老男孩》是什么兄弟的大作？","筷子兄弟","华谊兄弟","葫芦七兄弟","内维尔兄弟","1","5870","5880",""
"947","电影《101次求婚》黄渤饰演的黄达职业是什么？","包工头","老板","出租车司机","黄牛","1","5870","5880",""
"948","电影《那些年，我们一起追的女孩》女主角沈佳宜的扮演者是？","陈妍希","高圆圆","杨幂","汤唯","1","5870","5880",""
"949","电影《大话西游之月光宝盒》至尊宝对谁一见钟情？","白晶晶","紫霞仙子","春三十娘","铁扇公主","1","5870","5880",""
"950","电影《唐伯虎点秋香》唐家的仇人是？","夺命书生","秋香","宁王","小李飞刀","1","5870","5880",""
"951","《快乐大本营》的主题曲？","快乐你懂的","可惜不是你","唱得响亮","如果我们换一换","1","5870","5880",""
"952","下列属于“快乐家族”的成员是？","谢娜","李湘","何洁","汪涵","1","5870","5880",""
"953","电影《孤岛惊魂》香港影星陈小春携手谁主演的?","杨幂","唐嫣","张檬","刘涛","1","5870","5880",""
"954","《快乐大本营》的哪个台的综艺性娱乐节目？","湖南卫视","江苏卫视","深圳卫视","北京卫视","1","5870","5880",""
"955","下面哪一部不是关于吸血鬼的美剧？","篮球火","暮光之城","吸血鬼日记","吸血鬼骑士","1","5870","5880",""
"956","有着“绵羊音”称号的女歌手叫做？","曾轶可","李宇春","周笔畅","刘惜君","1","5870","5880",""
"957","邓超首次自导自演的“超氏喜剧”电影是？","分手大师","中国合伙人","李米的猜想","四大名捕","1","5870","5880",""
"958","北京遇上西雅图的男主演是？","吴秀波","孙红雷","杨烁","汤唯","1","5870","5880",""
"959","请问《变形金刚4》有中国哪位女星参演？","李冰冰","范冰冰","林熙蕾","杨恭如","1","5870","5880",""
"960","电影《功夫之王》冷血白发魔女霓裳白的扮演者是？","李冰冰","宋佳","李小璐","王珞丹","1","5870","5880",""
"961","电影《忠犬八公的故事》是改编自哪里的真实故事？","日本","美国","中国","新加坡","1","5870","5880",""
"962","电影《101次求婚》中志玲姐姐扮演的叶熏是一个乐团的？","大提琴手","长笛","大号","钢片琴","1","5870","5880",""
"963","著名演员成龙，本名姓什么？","房","成","胡","赵","1","5870","5880",""
"964","电影《十二生肖》中要被扔进火山口里面的兽首是？","龙首","鼠首","兔首","鸡首","1","5870","5880",""
"965","有亚洲小旋风称号的明星是谁？","林志颖","苏有朋","吴奇隆","金城武","1","5870","5880",""
"966","跟郭德纲经常合作的相声演员是？","于谦","何云伟","大张伟","郭富城","1","5870","5880",""
"967","下面哪部电影不是讲吸血鬼与狼人的故事？","变形金刚","黑夜传说","暮光之城","范海辛","1","5870","5880",""
"968","电影《食神》中双刀火鸡的扮演者是？","莫文蔚","张柏芝","林凤娇","林青霞","1","5870","5880",""
"969","电影《人在囧途》以什么为背景？","春运","国庆","相亲","结婚","1","5870","5880",""
"970","电影《宝贝计划》百达通妻子PakYin的扮演者是？","蔡卓妍","林依晨","周迅","赵薇","1","5870","5880",""
"971","张国荣版的电影《倩女幽魂》中道士燕赤霞的扮演者是？","午马","张学友","黎明","刘德华","1","5870","5880",""
"972","电影《人在囧途之泰囧》的导演是？","徐铮","黄渤","王宝强","冯小刚","1","5870","5880",""
"973","电影《大话西游之月光宝盒》中白晶晶是？","白骨精","蜘蛛精","神仙","狐狸精","1","5870","5880",""
"974","《快乐大本营》的主持团体？","快乐家族","天天兄弟","快乐星期天","快乐么么哒","1","5870","5880",""
"975","电影《功夫之王》神秘而寡言的默僧强人的扮演者是？","李连杰","钟汉良","张铁林","黎明","1","5870","5880",""
"976","参演电影《窃听风云3》的演员是？","古天乐","欧阳震华","谢霆锋","陈冠希","1","5870","5880",""
"977","《快乐大本营》一共有几位主持人？","5","1","2","6","1","5870","5880",""
"978","下列属于“天天兄弟”的成员是？","汪涵","何炅","谢娜","维嘉","1","5870","5880",""
"979","电影《西游记之大闹天宫》魔界之王牛魔王饰演者是？","郭富城","甄子丹","何润东","周星驰","1","5870","5880",""
"980","电影《唐伯虎点秋香》中武状元喜欢？","石榴姐","秋香","华夫人","唐伯虎","1","5870","5880",""
"981","电影《少林足球》为了增加球队实力，推广什么武学？","少林","武当","峨眉","华山","1","5870","5880",""
"982","电影《功夫》中哑女的扮演者是？","黄圣依","梁咏琪","王珞丹","张馨予","1","5870","5880",""
"983","谁是羽泉组合中的一员？","陈羽凡","李健","林志颖","郭富城","1","5870","5880",""
"984","《少年黄飞鸿》中，黄飞鸿是谁的儿子？","黄麒英","黄绮珊","黄忠","黄狄","1","5870","5880",""
"985","电影《侏罗纪公园》主要的是讲述什么动物？","恐龙","鳄鱼","巨蟒","异性","1","5870","5880",""
"986","《快乐大本营》的首播时间？","每周六20:10","每周六18:00","每周日20:10","每周日18:00","1","5870","5880",""
"987","著名的综艺节目主持人吴宗宪是哪里人？","台湾人","香港人","上海人","新加坡人","1","5870","5880",""
"988","与王刚、张铁林合称“铁三角”的是？","张国立","陈宝国","陈道明","陈明","1","5870","5880",""
"989","电影《大话西游之大圣娶亲》又名？","仙履奇缘","月光宝盒","梦回西游","西游记","1","5870","5880",""
"990","电影《金刚》中的金刚最后被带到了哪座什么城市？","纽约","洛杉矶","休斯顿","迈阿密","1","5870","5880",""
"991","Twins成员除了钟欣桐还有一个是谁？","蔡卓妍","周丽淇","容祖儿","泳儿","1","5870","5880",""
"992","电影《功夫》中星仔周星驰练成的武功是？","如来神掌","葵花宝典","辟邪剑谱","降龙十八掌","1","5870","5880",""
"993","电影《心花路放》讲述了在生活中遭遇了情感危机的耿浩是谁扮演？","黄渤","陈道明","廖凡","陈冠希","1","5870","5880",""
"994","电影《人在囧途》中下面哪个不是王宝强睡觉的习惯？","穿衣服睡觉","梦话","磨牙","放屁","1","5870","5880",""
"995","香港著名演员曾志伟的女儿叫什么名字？","曾宝仪","曾之乔","曾华倩","曾轶可","1","5870","5880",""
"996","章子怡在《梅兰芳》中扮演谁？","孟小冬","梅兰芳","福芝芳","邱白如","1","5870","5880",""
"997","无厘头是哪个演员经常用于电影中的表演方式？","周星驰","陈凯歌","刘德华","梁朝伟","1","5870","5880",""
"998","邓超自己第一个导演的电影叫什么？","分手大师","结合大师","拆散大师","小三世界","1","5870","5880",""
"999","电影《审死官》中扮演周星驰老婆的是？","梅艳芳","吴孟达","吴家丽","章子怡","1","5870","5880",""
"1000","中国第一部微电影是什么？","老男孩","干爹","青春期","田埂上的梦","1","5870","5880",""
"1001","电影《失恋33天》女主角由谁扮演？","白百合","杨幂","马伊琍","张靓颖","1","5870","5880",""
"1002","下列人物中，谁是相声演员？","郭德纲","赵本山","潘长江","范伟","1","5870","5880",""
"1003","电影《金刚》中金刚在什么岛上被发现？","骷髅岛","济州岛","冰岛","珊瑚岛","1","5870","5880",""
"1004","电影《大话西游之大圣娶亲》牛魔王要纳谁为妾？","紫霞","白晶晶","铁扇公主","蜘蛛精","1","5870","5880",""
"1005","什么电影在在亚洲甚至世界范围掀起了一阵“野蛮风潮”？","我的野蛮女友","野蛮师姐","继承者","来着星星的你","1","5870","5880",""
"1006","电影《金刚》中的金刚是什么动物？","大猩猩","老虎","狮子","大象","1","5870","5880",""
"1007","电影《人再囧途之泰囧》是谁首次自编、自导、自演的？","徐峥","王宝强","孙红雷","李冰冰","1","5870","5880",""
"1008","电影《后会无期》颓废的文艺青年江河的扮演者是？","陈柏霖","陆毅","文章","言承旭","1","5870","5880",""
"1009","《大灌篮》电影情节主要与什么有关？","篮球","跑车漂移","钢琴","武术","1","5870","5880",""
"1010","电影《小时代》中饰演霸气女王“顾里”的是？","郭采洁","杨幂","郭碧婷","谢依霖","1","5870","5880",""
"1011","林志玲与周杰伦共同主演的电影是？","刺陵","致青春","非诚勿扰","集结号","1","5870","5880",""
"1012","电影《整容日记》毕业在即的名牌大学生郭晶的扮演者是？","白百合","刘嘉玲","杨千嬅","张曼玉","1","5870","5880",""
"1013","电影《人再囧途之泰囧》王宝强影片最后给谁按摩？","范冰冰","李冰冰","杨幂","汤唯","1","5870","5880",""
"1014","《唐伯虎点秋香》中，蟑螂名为？","小强","小李","小智","旺财","1","5870","5880",""
"1015","电影《特务迷城》女主角咏的扮演者是？","徐若瑄","杨幂","刘诗诗","唐嫣","1","5870","5880",""
"1016","电影《让子弹飞》的导演是？","姜文","杨坤","王宝强","黄渤","1","5870","5880",""
"1017","下面哪一部电影讲的是“美女和野兽”？","金刚","我的野蛮女友","人在囧途","功夫","1","5870","5880",""
"1018","香港僵尸系列电影将西方吸血鬼及僵尸融入香港僵尸片的第一人是？","林正英","洪金宝","钱小豪","郑则仕","1","5870","5880",""
"1019","哪位女星主演了获奖电影《我的父亲母亲》？","章子怡","汤唯","张曼玉","刘嘉玲","1","5870","5880",""
"1020","电影《不能说的秘密》中周杰伦的女友扮演者是？","桂纶镁","杨幂","刘诗诗","张馨予","1","5870","5880",""
"1021","电影《功夫》号称“天下第一杀人魔”的是？","火云邪神","神雕侠侣","金毛狮王","黄药师","1","5870","5880",""
"1022","电影《审死官》中广州有名的状师宋世杰的扮演者是？","周星驰","李连杰","谢霆锋","梁朝伟","1","5870","5880",""
"1023","电影《全城热恋》中张学友和谁是一对恋人？","刘若英","大S","徐若瑄","Angelababy","1","5870","5880",""
"1024","《哈利波特》系列电影中，负责送信件的鸟类是什么？","猫头鹰","信鸽","海鸥","大雁","1","5870","5880",""
"1025","《流星花园》里的男主角是？","F4","刘德华","张学友","郭富城","1","5870","5880",""
"1026","电影《唐伯虎点秋香》中秋香被什么武功打的变丑了？","面目全非脚","还我漂漂拳","猛龙摆尾","恶魔审判","1","5870","5880",""
"1027","章子怡担任制片并主演的电影是？","非常完美","梅兰芳","刺陵","暮光之城","1","5870","5880",""
"1028","电影《A计划》马如龙上司洪天赐的扮演者是？","元彪","梁朝伟","张国荣","曾志伟","1","5870","5880",""
"1029","黄渤没有参演下面哪部电影？","大闹天宫","人再囧途之泰囧","西游·降魔篇","无人区","1","5870","5880",""
"1030","《非诚勿扰》的男主角是葛优，请问女主角是谁？","舒淇","芙蓉姐姐","董卿","倪萍","1","5870","5880",""
"1031","电影《A计划》马如龙的好兄弟卓一飞的扮演者是？","洪金宝","周润发","周星驰","张家辉","1","5870","5880",""
"1032","电影《大话西游之大圣娶亲》紫霞和青霞本是佛祖的？","灯芯","罗汉","佛珠","莲花座","1","5870","5880",""
"1033","哪个不是电影《四大名捕》的角色名称？","多情","冷血","追命","铁手","1","5870","5880",""
"1034","杨幂在《新红楼梦》中出演哪个角色？","晴雯","潘金莲","杨贵妃","武则天","1","5870","5880",""
"1035","电影《西游·降魔篇》男主角是？","文章","成龙","周星驰","刘德华","1","5870","5880",""
"1036","电影《国产凌凌漆》中周星驰因长期被上级弃用，而沦为？","卖肉摊主","挤奶工","保姆","清洁工","1","5870","5880",""
"1037","电影《心花路放》发廊妹周丽娟的扮演者是？","周冬雨","高圆圆","杨幂","汤唯","1","5870","5880",""
"1038","电影《人在囧途》因为不能携带液体而被王宝强喝掉的是？","牛奶","矿泉水","啤酒","酸梅汤","1","5870","5880",""
"1039","陈凯歌导演的《无极》又被网友戏称一个什么引发的血案？","馒头","石头","窝窝头","马铃薯","1","5870","5880",""
"1040","歌曲《平凡之路》是什么电影的主题曲？","后会无期","北京北京","爱的供养","时间都去哪儿了","1","5870","5880",""
"1041","头戴礼帽，足登大皮靴，走路像鸭子的著名喜剧演员是谁？","卓别林","憨豆","吴君如","周星驰","1","5870","5880",""
"1042","下面不是《快乐大本营》中的游戏是？","冰桶挑战","谁是卧底","心有灵犀","天才笨笨碰","1","5870","5880",""
"1043","电影《后会无期》偷走了浩汉的车扬长而去的阿吕的扮演者是？","钟汉良","高华阳","韩寒","汤唯","1","5870","5880",""
"1044","《赌神》电影中的赌神是哪位电影明星扮演？","周润发","刘德华","梁朝伟","张家辉","1","5870","5880",""
"1045","李小龙主演的《精武门》中，他一脚踢烂了写有哪四个字的牌匾？","东亚病夫","东亚共荣","草菅人命","巴嘎雅路","1","5870","5880",""
"1046","张柏芝演唱过哪部电影的主题曲？","星语心愿","天生一对","夺命金","倾城之泪","1","5870","5880",""
"1047","张国荣版的电影《倩女幽魂》中的姥姥是什么妖？","树妖","猫妖","黑山老妖","蛇妖","1","5870","5880",""
"1048","下面哪位是《我爱记歌词》主持人？","华少","谢娜","谢楠","小S","1","5870","5880",""
"1049","电影《西游记之大闹天宫》二郎神饰演者是？","何润东","郭富城","周星驰","甄子丹","1","5870","5880",""
"1050","电影《长江7号》袁老师的扮演者是？","张雨绮","李冰冰","桂纶镁","章子怡","1","5870","5880",""
"1051","《尖峰时刻》系列电影是由哪位香港明星主演？","成龙","周润发","刘德华","李连杰","1","5870","5880",""
"1052","《无间道》电影中，以下演员哪位扮演警察中的卧底？","刘德华","梁朝伟","任达华","黄秋生","1","5870","5880",""
"1053","电影《唐伯虎点秋香》秋香的扮演者？","巩俐","郑佩佩","苑琼丹","温翠苹","1","5870","5880",""
"1054","电影《色·戒》男主角易默成的扮演者是？","梁朝伟","陆毅","文章","言承旭","1","5870","5880",""
"1055","《私人订制》的导演是谁？","冯小刚","陆毅","吴奇隆","苏有朋","1","5870","5880",""
"1056","下面哪位是《中国好声音》主持人？","华少","孟非","何炅","汪涵","1","5870","5880",""
"1057","《人再囧途之泰囧》电影中饰演商业成功人士徐朗的是？","徐峥","黄渤","王宝强","刘德华","1","5870","5880",""
"1058","邓超饰冷血，刘亦菲饰无情，请问是以下哪部电影中的人物？","四大名捕","楚留香传奇","逃出生天","窃听风云","1","5870","5880",""
"1059","栏目口号是“相信梦想，相信奇迹！”的节目？","中国达人秀","中国梦想秀","中国好声音","嗨！2014","1","5870","5880",""
"1060","哪一个英文字母，让无数的人认识佐罗，也代表着正义？","Z","P","A","G","1","5870","5880",""
"1061","电影《101次求婚》女主角台湾第一美女是？","林志玲","汤唯","张曼玉","邓紫棋","1","5870","5880",""
"1062","戛纳电影节在哪国举办？","法国","日本","中国","印度","1","5870","5880",""
"1063","电影《A计划》水警士官马如龙的扮演者是？","成龙","夏雨","何润东","马天宇","1","5870","5880",""
"1064","《泰坦尼克号》中，年老的Rose扔进海里的蓝色钻石叫什么？","海洋之心","海洋之石","海蓝之星","海蓝之家","1","5870","5880",""
"1065","下列哪部电视剧由大S主演？","流星花园","玉观音","北京爱情故事","青蛇","1","5870","5880",""
"1066","张柏芝出演的首部电影？","喜剧之王","阿凡达","蜘蛛侠","海底总动员","1","5870","5880",""
"1067","电影《韩城攻略》女主角JJ的女飞贼的扮演者是？","舒淇","赵雅芝","林青霞","章子怡","1","5870","5880",""
"1068","《非常了得》播出平台？","江苏卫视","湖南卫视","东方卫视","山西卫视","1","5870","5880",""
"1069","王宝强与范冰冰共同出演的电影是？","泰囧","黄河绝恋","天下无贼","北京爱情故事","1","5870","5880",""
"1070","《非常了得》由王牌主持人孟非和相声名嘴谁联合主持？","郭德纲","于谦","马三立","侯宝林","1","5870","5880",""
"1071","电影《私人订制》是什么兄弟传媒股份有限公司出品的喜剧电影？","华谊兄弟","筷子兄弟","葫芦七兄弟","内维尔兄弟","1","5870","5880",""
"1072","请问《舌尖上的中国》这部纪录片讲述的是？","中国美食","民间乐器","中国古董","中国风景","1","5870","5880",""
"1073","《致我们终将逝去的青春》的主题曲叫什么？","致青春","红日","因为爱情","同桌的你","1","5870","5880",""
"1074","电视剧《北京爱情故事》中的“拜金女”由谁扮演？","杨幂","刘晓庆","林青霞","大S","1","5870","5880",""
"1075","电影《人再囧途之泰囧》王宝强去泰国旅行是为了？","种下""健康树""","祈祷","看人妖","学习泰拳","1","5870","5880",""
"1076","电影《西游记之大闹天宫》孙悟空喜欢？","九尾狐","铁扇公主","女娲","嫦娥","1","5870","5880",""
"1077","电影《功夫》中流浪汉骗卖武林秘籍给阿星卖了多少钱？","十块","一块","五块","九块","1","5870","5880",""
"1078","电影《小时代》有几位女主角？","3","6","1","2","1","5870","5880",""
"1079","电影《宝贝计划》育婴师Melody的扮演者是？","高圆圆","林心如","黄圣依","闫妮","1","5870","5880",""
"1080","小S的中文名字？","徐熙娣","徐熙媛","徐若宣","徐熙娴","1","5870","5880",""
"1081","电影《仙履奇缘》中谁拔出紫霞手中的紫青宝剑？","至尊宝","唐僧","猪八戒","牛魔王","1","5870","5880",""
"1082","李冰冰参演过哪部好莱坞影片？","生化危机5","无间道","致青春","中国合伙人","1","5870","5880",""
"1083","电影《宝贝计划》的主题曲？","爸妈的话","大笑江湖","爱情呼叫转移","冲上云霄","1","5870","5880",""
"1084","在《雪花秘扇》中的韩国演员是谁？","全智贤","范冰冰","林志玲","大S","1","5870","5880",""
"1085","谁凭借电影《云水谣》获得华表奖和百花奖？","李冰冰","宋丹丹","蔡明","董卿","1","5870","5880",""
"1086","电影《那些年，我们一起追的女孩》男主角柯景腾的扮演者是？","柯震东","马天宇","汪东城","佟大为","1","5870","5880",""
"1087","电影《唐伯虎点秋香》唐伯虎怎么进入的华府？","卖身","卖肾","卖切糕","当老师","1","5870","5880",""
"1088","孙俪主演的成名电视剧是？","玉观音","继承者","浪漫满屋","来自星星的你","1","5870","5880",""
"1089","孙俪和邓超共同出演的军旅电视剧是？","幸福像花儿一样","亮剑","武工队","地道战","1","5870","5880",""
"1090","电影《喜剧之王》中男主角是？","周星驰","梁家辉","黎明","郭富城","1","5870","5880",""
"1091","《非诚勿扰》播出平台是？","江苏卫视","湖南卫视","东方卫视","山西卫视","1","5870","5880",""
"1092","电影《长江7号》男主角民工老爸的扮演者是？","周星驰","周润发","张艺谋","夏雨","1","5870","5880",""
"1093","电影《西游记之大闹天宫》铁扇公主饰演者是？","陈乔恩","李冰冰","桂纶镁","章子怡","1","5870","5880",""
"1094","电影《人在囧途》的老板的饰演者是？","徐峥","刘德华","林正英","况国华","1","5870","5880",""
"1095","电影《101次求婚》上演屌丝逆袭的男主角是？","黄渤","秦海璐","高以翔","陈正道","1","5870","5880",""
"1096","电影《大话西游》主题曲歌名叫什么？","一生所爱","女人花","如果没有你","大海","1","5870","5880",""
"1097","电影《韩城攻略》男主角林贵仁的扮演者是？","梁朝伟","言承旭","林志颖","黄晓明","1","5870","5880",""
"1098","电影《审死官》是谁领衔主演的一部香港无厘头喜剧电影？","周星驰","李连杰","谢霆锋","梁朝伟","1","5870","5880",""
"1099","黎姿参演的电视剧是？","金枝欲孽","金婚","奋斗","甄嬛传","1","5870","5880",""
"1100","电影《倩女幽魂》主题曲是？","倩女幽魂","道道道","笑傲江湖","铁血丹心","1","5870","5880",""
"1101","曾在法国戛纳电影节上获得最佳导演奖的华人导演有？","李安、张艺谋","吴宇森、谢晋","王家卫、杨德昌","姜文、陆川","1","5870","5880",""
"1102","电影《私人订制》的导演是谁？","冯小刚","张艺谋","黄秋生","吴镇宇","1","5870","5880",""
"1103","电影《国产凌凌漆》中周星驰使用的刀上刻的是什么字？","民族英雄-小平赠","天外飞仙","屠龙刀","孤独求败","1","5870","5880",""
"1104","电影《少林足球》中讲的是什么队打败“魔鬼队”的故事？","少林队","巴西队","太极队","裸奔队","1","5870","5880",""
"1105","电影《食神》中星爷在什么哪学的厨艺？","少林寺厨房","蓝翔","新东方","北大青鸟","1","5870","5880",""
"1106","电影《神话》男主角蒙毅的扮演者是？","成龙","谢霆锋","古巨基","洪金宝","1","5870","5880",""
"1107","高圆圆与陈凯歌导演合作的电影是？","搜索","天下无贼","十面埋伏","英雄","1","5870","5880",""
"1108","电影《宝贝计划》窃匪人字拖的扮演者是？","成龙","古天乐","黄晓明","张国荣","1","5870","5880",""
"1109","电影《功夫之王》报仇心切的侠女金燕子的扮演者是？","刘亦菲","杨幂","刘诗诗","唐嫣","1","5870","5880",""
"1110","电影《一生一世》的男主演是？","谢霆锋","陈冠希","冯德伦","冯绍峰","1","5870","5880",""
"1111","主演电影《敢死队3》的有哪位演员？","杰森·斯坦森饰","尼古拉斯·凯奇","托马斯·桑斯特","成龙","1","5870","5880",""
"1112","电影《小时代》中的女汉子是谁？","唐宛如","南湘","顾里","林萧","1","5870","5880",""
"1113","电影《人在囧途》中徐峥饰演的老板外号？","灰太狼","喜洋洋","包包大人","泰哥","1","5870","5880",""
"1114","电影《特务迷城》男主角袁小北的扮演者是？","成龙","谢霆锋","古巨基","洪金宝","1","5870","5880",""
"1115","系列电影《加勒比海盗》是哪间电影公司的作品？","迪士尼","梦工厂","好莱坞","华纳","1","5870","5880",""
"1116","电影《食神》中食神大赛电以深情的什么重回食神之位？","黯然销魂饭","超级佛跳墙","爆浆濑尿牛丸","杂碎面","1","5870","5880",""
"1117","电影《人在囧途》中飞机因为什么返航？","遇大雨，无法降落","王宝强的一句话","飞机出现故障","飞行员喝多了","1","5870","5880",""
"1118","《嗨！2014》的快乐大使是？","庾澄庆、谢娜","白百合、羽泉","谢娜、张杰","孙俪、邓超","1","5870","5880",""
"1119","李冰冰凭借哪部电影获得台湾电影金马奖？","风声","天下无贼","变形金刚","X战警","1","5870","5880",""
"1120","电影《后会无期》浩汉青梅竹马的邻家女孩周沫的扮演者是？","陈乔恩","高圆圆","杨幂","汤唯","1","5870","5880",""
"1121","电影《宝贝计划》和人字拖、百达通一起的包租公的扮演者是？","许冠文","林志颖","黄晓明","古天乐","1","5870","5880",""
"1122","著名导演李安凭借下列哪部电影获得奥斯卡最佳导演奖？","断背山","色戒","喜宴","卧虎藏龙","1","5870","5880",""
"1123","张国荣的“哥哥”称号来至于哪部电影？","倩女幽魂","英雄本色","阿飞正传","霸王别姬","1","5870","5880",""
"1124","电影《特务迷城》特工廖有的扮演者是？","曾志伟","钟汉良","张铁林","黎明","1","5870","5880",""
"1125","《美国队长2》是哪部电影的延续？","美国队长","霍比特人","速度与激情","四大名捕","1","5870","5880",""
"1126","电影《国产凌凌漆》中发明了种种疯狂的武器道具的是？","达闻西","凌凌漆","金枪客","瞎子","1","5870","5880",""
"1127","电影《全城热恋》中谢霆锋和谁是一对恋人？","大S","刘若英","徐若瑄","Angelababy","1","5870","5880",""
"1128","2014年张震主演的的关于锦衣卫的电影叫什么？","绣春刀","刮胡刀","王者刀","袖里刀","1","5870","5880",""
"1129","在电影《绣春刀》里锦衣卫都穿着什么衣服？","飞鱼服","官府","紧身服","黑衣服","1","5870","5880",""
"1130","2014年有几个漫威电影？","3","4","5","2","1","5870","5880",""
"1131","2014年关于中国神话的电影是什么？","大闹天宫","大闹地府","大闹人间","大难狐狸洞","1","5870","5880",""
"1132","2014年根据圣经故事改编的电影是什么？","NOAH","FINK","NONYA","KONGL","1","5870","5880",""
"1133","2016年引爆全球玩家的游戏改编电影是哪部？","魔兽世界","X战警","浪客剑心","名侦探柯南","1","5870","5880",""
"1134","《敢死队3》里有几个中国演员？","1","3","2","4","1","5870","5880",""
"1135","2014年巨石强森主演的电影是什么？","大力神.色雷斯之战","大力神","宙斯之子","力量的战争","1","5870","5880",""
"1136","保罗沃克完整参演的最后一部电影是什么？","暴力街区","强暴超人","飞起来的人","跑酷达人","1","5870","5880",""
"1137","白发魔女传是范冰冰和谁演的？","黄晓明","张亮","古天乐","薛凯琪","1","5870","5880",""
"1138","筷子兄弟的最新电影叫什么？","老男孩猛龙过江","筷子兄弟","梦想秀","来吧来吧粉丝们","1","5870","5880",""
"1139","x战警里X教授的腿是怎么治好的？","野兽的药","吸烟","吃水果","多睡觉","1","5870","5880",""
