序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
1005,被称为“画圣”的古代画家是？,吴道子,张善子,唐伯虎,韩滉,1,5900,5910,
1006,天下第一书《兰亭集序》是哪一位古代书法家的杰作？,王羲之,欧阳询,文征明,柳公权,1,5900,5910,
1007,“人不可有傲气，但不可无傲骨”是谁的座右铭？,徐悲鸿,何香凝,王羲之,吴道子,1,5900,5910,
1008,著名史书《史记》是属于哪一类历史？,正史,后史,中史,前史,1,5900,5910,
1009,我国第一部纪传体通史是？,《史记》,《论语》,《诗经》,《孟子》,1,5900,5910,
1010,我国最早的一部医学理论著作是？,《黄帝内经》,《本草纲目》,《神农本草经》,《脉经》,1,5900,5910,
1011,著有“农村三部曲”的著名作家是？,茅盾,赵树理,李清照,老舍,1,5900,5910,
1012,有“二十万行长诗”之称的世界最长的史诗是？,《摩诃婆罗多》,《罗摩衍那》,《十万个为什么?》,《三国演义》,1,5900,5910,
1013,徐志摩.胡适等作家是属于哪一个文学流派的？,新月派,边塞诗派,婉约派,豪放派,1,5900,5910,
1014,道教首创之地是哪里？,鹤鸣山,武当山,峨眉山,昆仑山,1,5900,5910,
1015,“诗圣”杜甫“诗仙”李白，你可知道被人称“诗魔”的是？,白居易,李清照,杜牧,李商隐,1,5900,5910,
1016,我国儒学的创始人是？,孔子,老子,庄子,孟子,1,5900,5910,
1017,徐志摩的名诗《再别康桥》中的“康桥”是指今天哪所大学？,剑桥大学,哈佛大学,牛津大学,耶鲁大学,1,5900,5910,
1018,被称为“书圣”的古代书法家为？,王羲之,欧阳询,徐悲鸿,柳公权,1,5900,5910,
1019,中国最早的叙事诗是？,《孔雀东南飞》,《悲愤诗》,《木兰诗》,《琵琶行》,1,5900,5910,
1020,下列哪部作品不属于杜甫的“三别”？,《生死别》,《新婚别》,《无家别》,《垂老别》,1,5900,5910,
1021,明朝末年被宦官魏忠贤迫害蒙冤的内阁大臣左忠毅公名叫？,左光斗,左冷禅,左慈,左宗棠,1,5900,5910,
1022,《廉颇蔺相如列传》：“廉颇闻之，肉袒负荆，”所指？,负荆请罪,引咎自责,登门谢罪,犹豫不决,1,5900,5910,
1023,蔺相如将和氏璧完好地自秦送回赵国的典故，所指？,完璧归赵,物归原主,掩耳盗铃,桃李不言,1,5900,5910,
1024,《庄子·秋水》“吾长见笑于大方之家。”,贻笑大方,臭名远扬,流传千古,一笑倾城,1,5900,5910,
1025,铁杵磨成针，说的是谁的典故，最后他成了名垂千古的诗仙？,李白,杜甫,白居易,陶渊明,1,5900,5910,
1026,“一日一钱；千日千钱；绳锯木断；水滴石穿。”所指？,滴水穿石,锲而不舍,万口一辞,半途而废,1,5900,5910,
1027,岳飞后背刺了四个字，是什么字？,精忠报国,保家卫国,除暴安良,飞黄腾达,1,5900,5910,
1028,哪位书法家临池书写，就池洗砚，时间长了，池水尽墨？,王羲之,柳公权,欧阳询,颜真卿,1,5900,5910,
1029,我国古代有“琴棋书画”之说，请问琴指什么？,古筝,钢琴,二胡,琵琶,1,5900,5910,
1030,我国古代有“琴棋书画”之说，请问棋指什么？,围棋,象棋,军棋,跳棋,1,5900,5910,
1031,传说中“狸猫换太子”一案是被哪位官员查明平反的？,包青天,狄仁杰,宋慈,福尔摩斯,1,5900,5910,
1032,以“莫须有”罪名毒害了名将岳飞的奸臣是谁？,秦桧,韩世忠,王贵,杨再兴,1,5900,5910,
1033,李闯王是指明末哪位农民起义领袖？,李自成,李煜,李世民,张角,1,5900,5910,
1034,在清代皇宫中“福晋”一词是什么称谓？,妻子,儿女,父母,叔侄,1,5900,5910,
1035,“金屋藏娇”的故事与哪一位皇帝有关？,汉武帝,秦始皇,康熙,乾隆,1,5900,5910,
1036,程咬金是我国哪个朝代的开国名将？,唐朝,宋朝,明朝,清朝,1,5900,5910,
1037,年羹尧是清朝的两朝重臣，两朝皇帝是康熙皇帝和谁？,雍正,乾隆,慈禧,光绪,1,5900,5910,
1038,号称“满洲第一勇士”的鳌拜被哪位皇帝拘禁于牢中？,康熙,乾隆,光绪,雍正,1,5900,5910,
1039,清乾隆年间，德州扒鸡曾被列入哪个省的贡品送入宫中？,山东,四川,云南,河北,1,5900,5910,
1040,毛泽东的题词“生的伟大，死的光荣”是指哪位女英雄？,刘胡兰,江姐,赵一曼,梁红玉,1,5900,5910,
1041,一首五言绝句共多少个字？,20,25,30,5,1,5900,5910,
1042,《论语》中提到“工欲善其事”下一句是？,必先利其器,苦其心志,事其大夫之賢者,其不善者恶之,1,5900,5910,
1043,包拯用来斩杀犯人的刑具包括龙头铡、虎头铡和什么铡？,狗头铡,鼠头铡,狮头铡,猪头铡,1,5900,5910,
1044,我们一般用桃李满天下来形容什么人数比较多？,学生,老婆,老师,家长,1,5900,5910,
1045,唐朝诗人，著有长恨歌描写杨贵妃生平的是？,白居易,杜甫,李白,杜牧,1,5900,5910,
1046,“大禹治水”的故事家喻户晓，大禹治理的是哪个流域的洪水？,黄河流域,长江流域,珠江流域,太平洋,1,5900,5910,
1047,“卧薪尝胆”的典故，讲的是哪位君王的故事？,越王勾践,秦王嬴政,吴王夫差,楚王项羽,1,5900,5910,
1048,《满江红》是谁的作品？,岳飞,李白,杜甫,李宗盛,1,5900,5910,
1049,四大文明古国中，有古埃及、巴比伦、古印度和？,中国,古希腊,古罗马,美国,1,5900,5910,
1050,“一骑红尘妃子笑”中的“妃子”指？,杨玉环,赵飞燕,妲己,杨排风,1,5900,5910,
1051,诞生在我国的宗教是？,道教,佛教,基督教,天主教,1,5900,5910,
1052,“侦探福尔摩斯”第一次出现是在下列哪部作品中？,血字的研究,难逃一生,东方快车谋杀案,尼罗河上的惨案,1,5900,5910,
1053,徐志摩《再别康桥》诗中的“康桥”指的是？,一座大字城,一所医院,一个朋友,一座大桥,1,5900,5910,
1054,下列哪个英文单词指的不是女性？,boy,girl,mother,woman,1,5900,5910,
1055,“hello”的中文意思是？,你好,再见,早安,晚安,1,5900,5910,
1056,比喻不顾事实，随口乱说的成语是？,信口雌黄,画蛇添足,对牛弹琴,水落石出,1,5900,5910,
1057,形容年轻人有出息，可以造就的成语是？,孺子可教,屠龙之技,乐极生悲,与虎谋皮,1,5900,5910,
1058,歇后语：大象的鼻子，打一成语是？,能屈能伸,分崩离析,反目为仇,风餐露宿,1,5900,5910,
1059,沉香木当柴烧，打一成语是？,用材不当,大兵小将,一来二去,说三道四,1,5900,5910,
1060,形容地方遥远偏僻的成语是？,天涯海角,风吹草动,见怪不怪,从善如流,1,5900,5910,
1061,欢乐过度会招来悲伤之事，这是？,乐极生悲,任劳任怨,无所畏惧,九死一生,1,5900,5910,
1062,成语“天下兴亡”下一句是？,匹夫有责,与我无关,我的责任,镜花水月,1,5900,5910,
1063,比喻愚蠢自欺的掩饰行为的成语是？,掩耳盗铃,百尺竿头,天下无双,无功受禄,1,5900,5910,
1064,己所不欲的下一句是？,勿施于人,不给别人,不要乱丢,能忍就扔,1,5900,5910,
1065,吃着油条看唱歌，打一成语？,油腔滑调,表里不一,望洋兴叹,感慨万千,1,5900,5910,
1066,“水面如镜”常用来形容？,湖泊,溪流,海洋,天空,1,5900,5910,
1067,下列哪个词语形容速度快？,风驰电掣,锦上添花,风调雨顺,画蛇添足,1,5900,5910,
1068,“坐井观天”是哪个动物坐在井里？,青蛙,狐狸,兔子,田鼠,1,5900,5910,
1069,下列哪个词语是形容漂亮的女人？,如花似玉,纯爷们儿,女汉子,青年,1,5900,5910,
1070,有个成语叫做惊弓之什么？,鸟,虎,驴,海龟,1,5900,5910,
1071,“小鸟依人”一词一般形容下列哪个选项？,年轻的妻子,壮汉,老头,好汉,1,5900,5910,
1072,成语“以卵击石”中的“卵”是指什么？,鸡蛋,蚕卵,一种石头的名字,鹅蛋,1,5900,5910,
1073,“来龙去脉”的成语产生于？,风水勘探,历史研究,政治事件,风土人情,1,5900,5910,
1074,龙生几子，各有不同？,九,一,多,十,1,5900,5910,
1075,塞翁失什么，焉知非福？,马,驴,身,蹄,1,5900,5910,
1076,夕阳西下，什么人在天涯？,断肠,撕心,蛋疼,裂肺,1,5900,5910,
1077,人生若只如初见，何事秋风悲什么？,画扇,华山,花衫,秋蝉,1,5900,5910,
1078,青龙偃月刀是三国演义中谁的武器？,关羽,马超,诸葛亮,朱元璋,1,5900,5910,
1079,《三国演义》诸葛亮的手里经常拿着什么？,白羽扇,剑,刀,弓箭,1,5900,5910,
1080,“草船借箭”中诸葛亮借的是哪国的箭？,魏国,战国,楚国,秦国,1,5900,5910,
1081,《三国演义》是哪三个国家？,魏蜀吴,中英法,俄英美,元明清,1,5900,5910,
1082,三国时期蜀汉丞相，是谁？,诸葛亮,诸葛明,诸葛暗,诸葛黑,1,5900,5910,
1083,《三国演义》中，关羽使用的兵器是？,青龙偃月刀,小李飞刀,青龙偃日刀,王大锤,1,5900,5910,
1084,下面哪一个不是《三国演义》中的角色人物？,贾宝玉,诸葛亮,关羽,曹操,1,5900,5910,
1085,《三国演义》相传使董卓、吕布反目成仇的古代美女是谁？,貂蝉,大乔,小乔,黄月英,1,5900,5910,
1086,《水浒传》中，花和尚是谁？,鲁智深,鲁路修,鲁班,林冲,1,5900,5910,
1087,武松打虎之前喝了多少酒？,18碗,3碗,1碗,很多酒,1,5900,5910,
1088,《西游记》中“铁扇公主”的法宝是？,芭蕉扇,金箍棒,降魔塔,试炼袋,1,5900,5910,
1089,《西游记》中东海龙王的镇海之宝？,金箍棒,大汗刀,九阴叉,方天戟,1,5900,5910,
1090,傲来国海外的花果山是谁的诞生地？,孙悟空,陶渊明,唐僧,小白龙,1,5900,5910,
1091,《西游记》中，是谁住在盘丝洞？,蜘蛛精,孙悟空,牛魔王,蛇精,1,5900,5910,
1092,《西游记》中使用如意金箍棒的是？,孙悟空,唐僧,蜘蛛精,猪八戒,1,5900,5910,
1093,孙悟空会72变，猪八戒会？,36变,36计,72变,81变,1,5900,5910,
1094,孙悟空的兵器是？,金箍棒,妙脆角,士力架,乾坤圈,1,5900,5910,
1095,《西游记》里孙悟空驾着什么可以一翻十万八千里？,筋斗云,筋斗星,筋斗月,筋斗草,1,5900,5910,
1096,林黛玉是哪部名著中的人物？,红楼梦,青楼梦,绿楼梦,西游记,1,5900,5910,
1097,贾宝玉是男的还是女的？,男的,女的,半男半女,先男后女,1,5900,5910,
1098,郭靖和黄蓉是哪部小说中的主人公？,《射雕英雄传》,《孙膑兵法》,《天龙八部》,《吕氏春秋》,1,5900,5910,
1099,清朝道光年间，虎门销烟的民族英雄是谁？,林则徐,郑成功,邓世昌,左宗棠,1,5900,5910,
1100,“图穷匕见”说的是哪个人刺杀秦王赢政？,荆轲,专诸,要离,曹沫,1,5900,5910,
1101,在古代，哪种动物属于交通工具？,马,鸟,鹿,乌龟,1,5900,5910,
1102,皇帝的身体称为什么？,龙体,龙袍,皇位,玉玺,1,5900,5910,
1103,中国古代皇帝的母亲尊称为什么？,皇太后,皇后,皇妃,太子,1,5900,5910,
1104,下列哪个人物不属于中国古代四大美女？,黄月英,西施,貂蝉,杨贵妃,1,5900,5910,
1105,在古代通常是男人耕田，什么人织布？,女人,老人,小孩,兔子,1,5900,5910,
1106,北宋时期的包青天、包龙图指的是哪位官员？,包拯,展昭,海瑞,纪晓岚,1,5900,5910,
1107,古埃及的最高统治者的尊称是什么？,法老,法医,法师,法杖,1,5900,5910,
1108,制作木乃伊最著名的古代国家是哪一个？,埃及,韩国,俄罗斯,法国,1,5900,5910,
1109,童话中七个小矮人围绕在谁身边？,白雪公主,豌豆公主,哈利波特,白马王子,1,5900,5910,
1110,神话故事中，夸父追逐的是？,日,月亮,北极星,太阳,1,5900,5910,
1111,神话故事中，精卫填的是？,海,江,河,湖,1,5900,5910,
1112,《白蛇传》中对青白蛇紧追不放的和尚是谁？,法海,小青,官人,哥哥,1,5900,5910,
1113,白素贞被压在哪座塔下？,雷峰塔,嵩岳寺塔,千寻塔,释迦塔,1,5900,5910,
1114,词语“寒冷”的近义词是？,严寒,酷暑,炎热,温暖,1,5900,5910,
1115,可以形容天气的词语是？,寒冷,化学,心里,忐忑,1,5900,5910,
1116,“贤内助”通常指什么人？,女人,男人,太监,王子,1,5900,5910,
1117,作家三毛的丈夫叫什么？,荷西,荷东,荷南,荷北,1,5900,5910,
1118,中国第一部兵书是？,孙子兵法,红楼梦,西游记,三国演义,1,5900,5910,
1119,第一个获得诺贝尔文学奖的中国籍作家是以下哪位？,莫言,鲁迅,孙犁,铁凝,1,5900,5910,
1120,悬梁刺股的股是指人的哪个部位？,大腿,屁股,骨头,头,1,5900,5910,
1121,韩语中‘欧巴’是表示什么意思？,哥哥,爸爸,叔叔,弟弟,1,5900,5910,
1122,与《木兰辞》并称“乐府双璧”的是？,孔雀东南飞,麻雀东南飞,孔雀西北飞,喜鹊东西飞,1,5900,5910,
1123,"“满面尘灰烟火色,两鬓苍苍十指黑”说的是谁？",卖炭翁,卖油翁,蓑笠翁,不倒翁,1,5900,5910,
1124,“道可道，非常道”出自哪部书？,道德经,法华经,论语,全唐诗,1,5900,5910,
1125,孔融让的是什么水果？,梨,苹果,桔子,杏,1,5900,5910,
1126,小说《红高粱家族》的作者是谁？,莫言,莫说,莫笑,莫踢,1,5900,5910,
1127,《孙子兵法》的作者是谁？,孙武,孙子,孙膑,孙权,1,5900,5910,
1128,《人性的弱点》的作者是谁？,卡耐基,高尔基,卡斯基,卡夫卡,1,5900,5910,
1129,红军二万五千里长征的终点是哪个省？,甘肃省,四川省,贵州省,浙江省,1,5900,5910,
1130,中国的版图看起来像是一只什么动物？,公鸡,猴子,羊,兔子,1,5900,5910,
1131,太阳系中哪颗行星的表面温度最高？,金星,火星,土星,水星,1,5900,5910,
1132,太阳系中除了金星，还有哪颗行星没有卫星？,水星,火星,土星,金星,1,5900,5910,
1133,标准的汉语普通话中，一共有几个声调？,4个,6个,2个,5个,1,5900,5910,
1134,我国大文豪老舍是哪个民族的人？,满族,壮族,彝族,汉族,1,5900,5910,
1135,杜甫的“会当凌绝顶，一览众山小”描述的是？,泰山,黄山,华山,庐山,1,5900,5910,
1136,相传太极拳是由武当山哪位道士所创？,张三丰,汉钟离,吕纯阳,王重阳,1,5900,5910,
1137,我国人民解放军第一位女将军是？,李贞,贺子珍,邓颖超,蔡畅,1,5900,5910,
1138,哪位帝王开辟了大运河？,隋炀帝,隋文帝,隋世宗,隋越王,1,5900,5910,
1139,抗日战争中国人民辛苦几年抗战？,八年,七年,六年,五年,1,5900,5910,
1140,第一个到达美洲的欧洲人是谁？,哥伦布,马可·波罗,麦哲伦,达·伽马,1,5900,5910,
1141,是谁在比萨斜塔上演示自由落体实验？,伽利略,牛顿,爱因斯坦,哥白尼,1,5900,5910,
1142,当初砸到牛顿头上的是什么水果？,苹果,梨,榴莲,桃子,1,5900,5910,
1143,司马懿字什么？,仲达,奉孝,文若,德祖,1,5900,5910,
1144,曹五子良将之首是谁？,张辽,夏侯渊,典韦,许猪,1,5900,5910,
1145,秦代竹简上的文字，应该是？,小篆,楷书,金文,甲骨文,1,5900,5910,
1146,古代中医治疗学的基础奠定于？,伤寒杂病论,千金方,内经,四诊法,1,5900,5910,
1147,我国的古都最早定于西安的是？,西周,夏,商,东周,1,5900,5910,
1148,长安殷丞相是玄奘的什么人？,外公,爷爷,舅舅,伯伯,1,5900,5910,
1149,魏武青虹的魏武是指？,曹操,孙权,刘备,诸葛亮,1,5900,5910,
1150,三国时期曾经“裸衣斗马超”的名将是？,魏将许褚,魏将司马懿,吴将鲁肃,蜀国庞龙,1,5900,5910,
1151,战国时期，其中使用“铲形币”的国家是？,赵国,吴国,鲁国,齐国,1,5900,5910,
1152,程咬金在李世民之前是什么地方的起义军？,瓦岗寨,土马寨,白水寨,苗家村寨,1,5900,5910,
1153,司马迁是哪个朝代的人？,西汉,东汉,南汉,北汉,1,5900,5910,
1154,完璧归赵发生在哪个朝代？,战国,春秋,秦朝,唐朝,1,5900,5910,
1155,谁统一六国创建秦朝？,嬴政,赵高,李斯,妲己,1,5900,5910,
1156,杨贵妃死在哪？,马嵬坡,牛嵬坡,羊嵬坡,猪嵬坡,1,5900,5910,
1157,司马迁的爸爸叫啥？,司马谈,司马叹,司马痰,司马弹,1,5900,5910,
1158,我国历史上第一个到达印度取经的僧人是？,法显,慧能,鉴真,玄奘,1,5900,5910,
1159,《桃花扇》的作者是？,汤显祖,洪昇,仇英,孔尚任,1,5900,5910,
1160,中国封建社会产生过诸多“盛世”，出现在清代的是？,康乾盛世,贞观之治,开元之治,文景之治,1,5900,5910,
1161,中国古代的“避讳”起源于？,周朝,秦朝,春秋战国时期,汉朝,1,5900,5910,
1162,最早喊出“振兴中华”这个时代最强音的是？,孙中山,康有为,魏源,林则徐,1,5900,5910,
1163,武则天称帝在哪一个王朝期间？,唐朝,宋朝,隋朝,明朝,1,5900,5910,
1164,著名的赵州桥建于？,隋朝,唐朝,北宋,秦朝,1,5900,5910,
1165,我国历史上第一部编年体通史《资治通鉴》的主编者是？,司马光,司马迁,苏轼,韩愈,1,5900,5910,
1166,李时珍是一位？,医药学家,地质学家,数学家,天文学家,1,5900,5910,
1167,我国现存最早的一部完备的法典是？,《唐律疏律》,《秦律》,《隋律》,《明律》,1,5900,5910,
1168,唐朝时称印度半岛为？,天竺,高丽,波斯,印度,1,5900,5910,
1169,世界第八大奇迹是指？,秦始皇陵兵马俑,长城,故宫,敦煌壁画,1,5900,5910,
1170,唐太宗时期，先后进谏200多次的名臣是？,魏征,房玄龄,长孙无忌,杜如晦,1,5900,5910,
1171,代表中国古典文言小说顶峰的作品是？,《聊斋志异》,《儒林外史》,《红楼梦》,《金瓶梅》,1,5900,5910,
1172,唐朝最强盛的时期是在？,唐玄宗开元时期,唐玄宗天宝年间,唐太宗贞观时期,武则天时期,1,5900,5910,
1173,为了救爱妾而引清兵入关的明末将领为？,吴三桂,岳飞,项羽,诸葛亮,1,5900,5910,
1174,“白雪公主”这个形象最早来自于？,安徒生童话,格林童话,伊索寓言,十万个为什么,1,5900,5910,
1175,清朝那位皇帝六下江南？,乾隆,康熙,雍正,道光,1,5900,5910,
1176,以下那个不是唐宋八大家之一？,王维,韩愈,王安石,曾巩,1,5900,5910,
1177,中国历史上最长寿的皇帝？,乾隆,康熙,铁木真,朱元璋,1,5900,5910,
1178,谁掘了慈禧的墓？,孙殿英,吴佩孚,徐源泉,蒋介石,1,5900,5910,
1179,哪位皇帝名曌，字明空？,武则天,李世民,李煜,李显,1,5900,5910,
1180,东山再起的典故指的是？,谢安,曹操,刘备,刘邦,1,5900,5910,
1181,维纳斯是希腊神话中的？,爱神和美神,智慧女神,自由女神,气质女神,1,5900,5910,
1182,西周亡国之君是？,桀,周幽王,周厉王,纣,1,5900,5910,
1183,以下选项中那个不属于五经？,《论语》,《礼》,《易》,《春秋》,1,5900,5910,
1184,下列哪个是不属于四书？,《尚书》,《大学》,《论语》,《孟子》,1,5900,5910,
1185,古代六艺，“礼，乐，射，御，书，数”中的“御”是指？,驾车,下棋,种花,跳舞,1,5900,5910,
1186,“尚贤、节力”是哪一家的思想？,墨家,法家,道家,杂家,1,5900,5910,
1187,第一次统一了两河流域的是巴比伦国王？,汉谟拉比,萨尔贡一世,纳拉姆辛,乌尔纳木,1,5900,5910,
1188,中国历史上文献记载的第一位女将军是？,妇好,花木兰,穆桂英,梁红玉,1,5900,5910,
1189,清朝那位皇帝被称为十全老人？,乾隆,康熙,雍正,皇太极,1,5900,5910,
1190,临死大喊“有心杀贼，无力回天”的是戊戌六君子中的？,谭嗣同,康广仁,刘光第,林旭,1,5900,5910,
1191,古希腊爱琴文明时期属于考古学上的？,青铜器时代,新石器时代,铁器时代,金石并用时代,1,5900,5910,
1192,山顶洞人被发现于今天的哪个城市？,北京,南京,重庆,武汉,1,5900,5910,
1193,《木兰辞》中说的“扑朔迷离”指的是哪种动物？,兔子,猫,羊,鸡,1,5900,5910,
1194,有“沙漠之舟”之称的动物是什么？,骆驼,牛,马,驴,1,5900,5910,
1195,贾思勰编写的最完整的农书是？,齐民要术,黄帝内经,医宗金鉴,本草纲目,1,5900,5910,
1196,哪一个不属于中国的三大古都行列？,烟台,重庆,武汉,南京,1,5900,5910,
1197,汉武帝时期谁出使西域？,张骞,董仲舒,卫青,司马迁,1,5900,5910,
1198,“鸿门宴”谁保住了刘邦？,张良,项羽,关羽,张飞,1,5900,5910,
1199,关凤的爸爸是？,关羽,项羽,张良,张飞,1,5900,5910,
1200,我国奴隶制的瓦解时期是？,春秋,21世纪,20世纪,19世纪,1,5900,5910,
1201,主张建立君主专制中央集权国家的思想家是谁？,韩非子,孟子,孔子,老子,1,5900,5910,
1202,元朝最大的港口是？,泉州,苏州,贵州,广州,1,5900,5910,
1203,精忠报国形容历史上哪个人物最形象？,岳飞,孟子,孔子,老子,1,5900,5910,
1204,屈原是哪国人？,楚国人,北京人,上海人,广州人,1,5900,5910,
1205,谁是中国历史是第一位出身平民而做皇帝的人？,刘邦,曹操,周瑜,孙权,1,5900,5910,
1206,赤壁之战谁打了败仗？,曹操,刘邦,周瑜,孙权,1,5900,5910,
1207,孔融是被谁处死的？,曹操,刘邦,周瑜,孙权,1,5900,5910,
1208,周瑜是谁的爱将？,孙权,曹操,刘邦,周瑜,1,5900,5910,
1209,被尊称为亚圣的是谁？,孟子,孔子,韩非子,老子,1,5900,5910,
1210,庄子姓什么？,周,李,赵,王,1,5900,5910,
1211,中国第一位女航天员是谁？,刘洋,马睿,张瑜,林胜男,1,5900,5910,
1212,世界最大的陨石降落在我国哪个省区？,吉林省,辽宁省,黑龙江,云南省,1,5900,5910,
1213,我国新建铁路中哪一条规模最大，线路最长？,京九铁路,京东铁路,兰新铁路,陇海铁路,1,5900,5910,
1214,仅存于我国的动物化石是什么？,扬子鳄,蜻蜓,蝌蚪,蚊子,1,5900,5910,
1215,生活在我国境内已知的最早的人类是？,元谋人,北京人,上海人,广州人,1,5900,5910,
1216,最早、最完备的文字是什么文字？,甲骨文,英文,法文,日文,1,5900,5910,
1217,世界上最早的天文学著作是什么书？,《甘石星经》,《齐民要术》,《本草纲目》,《黄帝内经》,1,5900,5910,
1218,“项庄舞剑，意在沛公”，这句话出自何处？,鸿门宴,论语,诗经,史记,1,5900,5910,
1219,奠定三国鼎立局面的决定性战役是什么战役？,赤壁之战,官渡之战,百团大战,辽沈战役,1,5900,5910,
1220,我国四大发明之一的造纸术是谁发明的？,蔡伦,扁鹊,李时珍,孙思邈,1,5900,5910,
1221,世界上采煤最早的是哪个国家？,中国,美国,英国,俄罗斯,1,5900,5910,
1222,我国四大发明之一的活字印刷术是谁发明的？,毕升,扁鹊,李时珍,孙思邈,1,5900,5910,
1223,我国古代杰出的女纺织家是谁？,南宋黄道婆,白道破,绿道破,李清照,1,5900,5910,
1224,世界上最早的计算器是什么？,算盘,手机,围棋,象棋,1,5900,5910,
1225,世界上产电视机最多的是哪个国家？,中国,美国,英国,俄罗斯,1,5900,5910,
1226,世界上最古最长的东西贸易通道？,丝绸之路,茶马之路,光明大道,小路,1,5900,5910,
1227,世界上的超级纺织大国是哪个国家？,中国,美国,英国,俄罗斯,1,5900,5910,
1228,骆宾王是什么朝代的人？,唐朝,宋朝,元朝,隋朝,1,5900,5910,
1229,和尚念经的时候敲击的木质法器叫什么？,木鱼,木头,木材,木偶,1,5900,5910,
1230,佛教高僧裹缠在身上的法衣叫做什么？,袈裟,衣服,背心,外套,1,5900,5910,
1231,我国古代哪位名医发明了麻醉术？,华佗,扁鹊,李时珍,孙思邈,1,5900,5910,
1232,《水浒传》中是谁三拳打死“镇关西”？,鲁智深,林冲,武松,李逵,1,5900,5910,
1233,曹操去世后谁篡夺了皇位？,曹丕,司马懿,曹彰,曹植,1,5900,5910,
1234,描述越王勾践的成语？,卧薪尝胆,完壁归赵,三顾茅庐,负荆请罪,1,5900,5910,
1235,霸王别姬的霸王是指谁？,项羽,曹操,刘彻,黄盖,1,5900,5910,
1236,谁能忍胯下之辱终成大将？,韩信,品尚,吕布,黄盖,1,5900,5910,
1237,历史上第一个与新中国建交的西方资本主义大国是？,法国,英国,美国,中国,1,5900,5910,
1238,《孙子兵法》的作者是？,孙武,孙膑,孔子,孟子,1,5900,5910,
1239,刘备在成都称帝时的国号是？,汉,周,唐,隋,1,5900,5910,
1240,李世民是什么朝代的？,唐朝,清朝,明朝,宋朝,1,5900,5910,
1241,我国历史上有一位女皇帝，她是谁？,武则天,上官婉儿,杨贵妃,妲己,1,5900,5910,
1242,炸暗堡的是哪位人物？,董存瑞,王继光,刘胡兰,胡适,1,5900,5910,
1243,青丝在古文中什么意思？,黑发,青色的丝线,柳絮,丝绸,1,5900,5910,
1244,三国时期，张飞原本的职业是什么？,卖猪肉,打铁,地主,农民,1,5900,5910,
1245,三国时期的张角被当时的百姓誉为什么？,天公将军,天朝将军,天公战士,天朝战士,1,5900,5910,
1246,蔡文姬是谁老婆？,曹操,刘备,孙权,诸葛亮,1,5900,5910,
1247,中国的本土教派是那个？,道教,佛教,伊斯兰教,天主教,1,5900,5910,
1248,董卓的军队是那个地区的？,西凉,西亭,东梁,北径,1,5900,5910,
1249,宣武门事变胜利的是谁？,李世民,程咬金,李毅,陈思成,1,5900,5910,
1250,千古一帝是谁？,康熙,雍正,乾隆,朱元璋,1,5900,5910,
1251,康熙的本名叫什么？,爱新觉罗玄烨,爱新觉罗华业,爱新觉罗康熙,爱新觉罗炮,1,5900,5910,
1252,和珅被谁赐死了？,嘉庆,康熙,雍正,乾隆,1,5900,5910,
1253,世界上第一部西游记是那个国家拍摄的？,日本,美国,中国,韩国,1,5900,5910,
1254,我本将心向明月，奈何明月照沟渠。出自那本文学名著？,琵琶记,红楼梦,三国演义,水浒传,1,5900,5910,
1255,以下不属于恐龙的是？,壁虎,雷龙,三觭龙,剑龙,1,5900,5910,
1256,那一项不属于中国古代四大发明？,织布,造纸术,火药,雕版印刷术,1,5900,5910,
1257,“落雁”指的是中国国代哪一个美人？,王昭君,呆贼,女贼,张飞,1,5900,5910,
1258,抗日期间，中国人称日本人为？,鬼子,兔子,大鹅,鸭子,1,5900,5910,
1259,下列科技成就中，属于东汉时期科学家张衡发明的是？,地动仪,指南针,计时仪,火药,1,5900,5910,
1260,最早人类遗址在哪个省？,云南,陕西,北京,浙江,1,5900,5910,
1261,历史上第一个王朝是？,夏,商,西周,秦,1,5900,5910,
1262,七步诗是谁的作品？,曹植,曹丕,曹操,曹彰,1,5900,5910,
1263,焚书坑儒发生在哪个朝代？,秦,夏,商,西周,1,5900,5910,
1264,与黄帝一起被尊奉为中华民族人文始祖的是？,炎帝,禹,舜,尧,1,5900,5910,
1265,卫青、霍去病抗击哪个少数民族？,匈奴族,契丹族,女真族,蒙古族,1,5900,5910,
1266,开创了我国原始农业文明的始祖是？,神农氏,燧人氏,轩辕氏,伏羲氏,1,5900,5910,
1267,马可·波罗是哪个国家的旅行家？,意大利,德国,俄罗斯,美国,1,5900,5910,
1268,诸葛亮的老婆是谁？,黄月英,貂蝉,关银屏,小乔,1,5900,5910,
1269,结束战国时代统一中国的是？,秦始皇,秦汉,秦桧,秦琼,1,5900,5910,
1270,发现新大陆的是？,哥伦布,弟伦布,姐伦布,妹伦布,1,5900,5910,
1271,“春秋五霸”中，谁最先称霸？,齐桓公,洪七公,姜太公,济公,1,5900,5910,
1272,四大发明之一的活字印刷术是谁发明的？,毕升,毕胜客,毕福剑,毕降,1,5900,5910,
1273,我国古代杰出女纺织家是谁？,黄道婆,皇阿玛,黄半仙,阿香婆,1,5900,5910,
1274,下列科学家中哪位是犹太人？,爱因斯坦,牛顿,拉瓦锡,培根,1,5900,5910,
1275,“繁星”的作者是谁？,冰心,鲁迅,顾漫,金子,1,5900,5910,
